wav,flux
6590.16,4.492402e-14
6591.16,4.508087e-14
6592.16,4.489746e-14
6593.16,4.454205e-14
6594.16,4.425282e-14
6595.16,4.409809e-14
6596.16,4.408518e-14
6597.16,4.405644e-14
6598.16,4.450239e-14
6599.16,4.44211e-14
6600.16,4.40919e-14
6601.16,4.399615e-14
6602.16,4.43036e-14
6603.16,4.449772e-14
6604.16,4.451249e-14
6605.16,4.414761e-14
6606.16,4.387852e-14
6607.16,4.37211e-14
6608.16,4.367073e-14
6609.16,4.374853e-14
6610.16,4.421298e-14
6611.16,4.391952e-14
6612.16,4.378238e-14
6613.16,4.370303e-14
6614.16,4.313641e-14
6615.16,4.318159e-14
6616.16,4.292963e-14
6617.16,4.263205e-14
6618.16,4.253969e-14
6619.16,4.262277e-14
6620.16,4.309385e-14
6621.16,4.30581e-14
6622.16,4.205747e-14
6623.16,4.350304e-14
6624.16,4.294754e-14
6625.16,4.274561e-14
6626.16,4.291336e-14
6627.16,4.259816e-14
6628.16,4.256719e-14
6629.16,4.253072e-14
6630.16,4.243602e-14
6631.16,4.205738e-14
6632.16,4.213508e-14
6633.16,4.238083e-14
6634.16,4.236601e-14
6635.16,4.162934e-14
6636.16,4.275043e-14
6637.16,4.228495e-14
6638.16,4.186981e-14
6639.16,4.172013e-14
6640.16,4.203477e-14
6641.16,4.176269e-14
6642.16,4.139725e-14
6643.16,4.102232e-14
6644.16,4.105471e-14
6645.16,4.130305e-14
6646.16,4.135244e-14
6647.16,4.122612e-14
6648.16,4.0726e-14
6649.16,4.088547e-14
6650.16,4.060247e-14
6651.16,4.043192e-14
6652.16,4.061348e-14
6653.16,4.06315e-14
6654.16,4.090185e-14
6655.16,4.065158e-14
6656.16,3.991423e-14
6657.16,4.030655e-14
6658.16,4.009542e-14
6659.16,3.995818e-14
6660.16,3.989155e-14
6661.16,3.999136e-14
6662.16,4.035789e-14
6663.16,4.014328e-14
6664.16,3.989958e-14
6665.16,4.007336e-14
6666.16,3.961302e-14
6667.16,3.98777e-14
6668.16,3.999151e-14
6669.16,3.972201e-14
6670.16,4.009908e-14
6671.16,4.031961e-14
6672.16,3.998111e-14
6673.16,3.919794e-14
6674.16,3.899337e-14
6675.16,3.967421e-14
6676.16,3.968465e-14
6677.16,3.93984e-14
6678.16,3.928646e-14
6679.16,3.967914e-14
6680.16,3.963384e-14
6681.16,3.950217e-14
6682.16,3.943752e-14
6683.16,3.925663e-14
6684.16,3.907758e-14
6685.16,3.905129e-14
6686.16,3.924248e-14
6687.16,3.955543e-14
6688.16,3.943806e-14
6689.16,3.945198e-14
6690.16,3.954707e-14
6691.16,3.921097e-14
6692.16,3.916267e-14
6693.16,3.925158e-14
6694.16,3.930581e-14
6695.16,3.887398e-14
6696.16,3.917094e-14
6697.16,3.916906e-14
6698.16,3.918591e-14
6699.16,3.943369e-14
6700.16,3.927709e-14
6701.16,3.9338e-14
6702.16,3.922412e-14
6703.16,3.883937e-14
6704.16,3.862476e-14
6705.16,3.905397e-14
6706.16,3.908012e-14
6707.16,3.875559e-14
6708.16,3.832039e-14
6709.16,3.829754e-14
6710.16,3.846737e-14
6711.16,3.875754e-14
6712.16,3.919752e-14
6713.16,3.890073e-14
6714.16,3.897745e-14
6715.16,3.893256e-14
6716.16,3.830857e-14
6717.16,3.811428e-14
6718.16,3.86144e-14
6719.16,3.890241e-14
6720.16,3.874574e-14
6721.16,3.804885e-14
6722.16,3.768707e-14
6723.16,3.783653e-14
6724.16,3.841495e-14
6725.16,3.859344e-14
6726.16,3.893538e-14
6727.16,3.853556e-14
6728.16,3.792818e-14
6729.16,3.841333e-14
6730.16,3.825627e-14
6731.16,3.813666e-14
6732.16,3.810813e-14
6733.16,3.832721e-14
6734.16,3.795198e-14
6735.16,3.792864e-14
6736.16,3.777329e-14
6737.16,3.729955e-14
6738.16,3.743611e-14
6739.16,3.738144e-14
6740.16,3.74102e-14
6741.16,3.752552e-14
6742.16,3.726882e-14
6743.16,3.737331e-14
6744.16,3.745242e-14
6745.16,3.746843e-14
6746.16,3.709904e-14
6747.16,3.736252e-14
6748.16,3.745559e-14
6749.16,3.737545e-14
6750.16,3.685524e-14
6751.16,3.710105e-14
6752.16,3.678468e-14
6753.16,3.654044e-14
6754.16,3.671033e-14
6755.16,3.62328e-14
6756.16,3.614082e-14
6757.16,3.636584e-14
6758.16,3.695971e-14
6759.16,3.685277e-14
6760.16,3.63827e-14
6761.16,3.630233e-14
6762.16,3.650638e-14
6763.16,3.602436e-14
6764.16,3.622184e-14
6765.16,3.62327e-14
6766.16,3.613787e-14
6767.16,3.59686e-14
6768.16,3.598194e-14
6769.16,3.594268e-14
6770.16,3.59121e-14
6771.16,3.595721e-14
6772.16,3.596882e-14
6773.16,3.559822e-14
6774.16,3.542047e-14
6775.16,3.571482e-14
6776.16,3.55444e-14
6777.16,3.579147e-14
6778.16,3.580411e-14
6779.16,3.552974e-14
6780.16,3.586633e-14
6781.16,3.600712e-14
6782.16,3.596345e-14
6783.16,3.583692e-14
6784.16,3.62734e-14
6785.16,3.597949e-14
6786.16,3.569583e-14
6787.16,3.557088e-14
6788.16,3.624123e-14
6789.16,3.611294e-14
6790.16,3.627807e-14
6791.16,3.634053e-14
6792.16,3.587371e-14
6793.16,3.655111e-14
6794.16,3.665512e-14
6795.16,3.656832e-14
6796.16,3.628665e-14
6797.16,3.551331e-14
6798.16,3.57845e-14
6799.16,3.596229e-14
6800.16,3.598151e-14
6801.16,3.676036e-14
6802.16,3.654271e-14
6803.16,3.628783e-14
6804.16,3.608023e-14
6805.16,3.666054e-14
6806.16,3.67994e-14
6807.16,3.660014e-14
6808.16,3.637047e-14
6809.16,3.681723e-14
6810.16,3.689742e-14
6811.16,3.662077e-14
6812.16,3.65152e-14
6813.16,3.726049e-14
6814.16,3.704461e-14
6815.16,3.665563e-14
6816.16,3.648892e-14
6817.16,3.680906e-14
6818.16,3.636873e-14
6819.16,3.692748e-14
6820.16,3.728246e-14
6821.16,3.729262e-14
6822.16,3.667375e-14
6823.16,3.708936e-14
6824.16,3.735656e-14
6825.16,3.745703e-14
6826.16,3.697063e-14
6827.16,3.720462e-14
6828.16,3.702826e-14
6829.16,3.676411e-14
6830.16,3.741878e-14
6831.16,3.711489e-14
6832.16,3.715558e-14
6833.16,3.734132e-14
6834.16,3.763441e-14
6835.16,3.776109e-14
6836.16,3.780639e-14
6837.16,3.780059e-14
6838.16,3.771012e-14
6839.16,3.767823e-14
6840.16,3.772817e-14
6841.16,3.755138e-14
6842.16,3.700248e-14
6843.16,3.655449e-14
6844.16,3.709579e-14
6845.16,3.748074e-14
6846.16,3.763988e-14
6847.16,3.713214e-14
6848.16,3.739109e-14
6849.16,3.769587e-14
6850.16,3.796244e-14
6851.16,3.739808e-14
6852.16,3.780025e-14
6853.16,3.787719e-14
6854.16,3.76813e-14
6855.16,3.67784e-14
6856.16,3.730419e-14
6857.16,3.744267e-14
6858.16,3.745905e-14
6859.16,3.746466e-14
6860.16,3.749838e-14
6861.16,3.753955e-14
6862.16,3.754089e-14
6863.16,3.813025e-14
6864.16,3.749568e-14
6865.16,3.740925e-14
6866.16,3.696106e-14
6867.16,3.559671e-14
6868.16,3.333716e-14
6869.16,3.513199e-14
6870.16,3.621759e-14
6871.16,3.624729e-14
6872.16,3.648209e-14
6873.16,3.664611e-14
6874.16,3.667561e-14
6875.16,3.662886e-14
6876.16,3.649529e-14
6877.16,3.635565e-14
6878.16,3.630735e-14
6879.16,3.64e-14
6880.16,3.734067e-14
6881.16,3.672338e-14
6882.16,3.614125e-14
6883.16,3.569398e-14
6884.16,3.573687e-14
6885.16,3.495255e-14
6886.16,3.450661e-14
6887.16,3.449111e-14
6888.16,3.546266e-14
6889.16,3.512293e-14
6890.16,3.567005e-14
6891.16,3.587176e-14
6892.16,3.516668e-14
6893.16,3.41e-14
6894.16,3.465783e-14
6895.16,3.491872e-14
6896.16,3.459642e-14
6897.16,3.524732e-14
6898.16,3.449868e-14
6899.16,3.404822e-14
6900.16,3.374204e-14
6901.16,3.425887e-14
6902.16,3.503188e-14
6903.16,3.438848e-14
6904.16,3.297831e-14
6905.16,3.342433e-14
6906.16,3.382895e-14
6907.16,3.354588e-14
6908.16,3.306387e-14
6909.16,3.362765e-14
6910.16,3.348787e-14
6911.16,3.359628e-14
6912.16,3.346152e-14
6913.16,3.214294e-14
6914.16,3.263285e-14
6915.16,3.279443e-14
6916.16,3.288833e-14
6917.16,3.275713e-14
6918.16,3.152306e-14
6919.16,3.232146e-14
6920.16,3.273378e-14
6921.16,3.28838e-14
6922.16,3.144672e-14
6923.16,3.16685e-14
6924.16,3.217699e-14
6925.16,3.29039e-14
6926.16,3.276587e-14
6927.16,3.280423e-14
6928.16,3.232169e-14
6929.16,3.131424e-14
6930.16,3.226703e-14
6931.16,3.273711e-14
6932.16,3.265559e-14
6933.16,3.216311e-14
6934.16,3.216101e-14
6935.16,3.269241e-14
6936.16,3.274523e-14
6937.16,3.247496e-14
6938.16,3.182447e-14
6939.16,3.184248e-14
6940.16,3.185361e-14
6941.16,3.190017e-14
6942.16,3.216688e-14
6943.16,3.238342e-14
6944.16,3.271983e-14
6945.16,3.286597e-14
6946.16,3.210926e-14
6947.16,3.210153e-14
6948.16,3.19072e-14
6949.16,3.181837e-14
6950.16,3.214432e-14
6951.16,3.261599e-14
6952.16,3.276924e-14
6953.16,3.281816e-14
6954.16,3.274465e-14
6955.16,3.167045e-14
6956.16,3.173277e-14
6957.16,3.211273e-14
6958.16,3.283119e-14
6959.16,3.233163e-14
6960.16,3.194377e-14
6961.16,3.219823e-14
6962.16,3.321619e-14
6963.16,3.253902e-14
6964.16,3.274426e-14
6965.16,3.303136e-14
6966.16,3.3389e-14
6967.16,3.371878e-14
6968.16,3.321181e-14
6969.16,3.292088e-14
6970.16,3.283051e-14
6971.16,3.338046e-14
6972.16,3.324372e-14
6973.16,3.338808e-14
6974.16,3.35477e-14
6975.16,3.251859e-14
6976.16,3.249995e-14
6977.16,3.31566e-14
6978.16,3.391999e-14
6979.16,3.360034e-14
6980.16,3.345487e-14
6981.16,3.367077e-14
6982.16,3.387771e-14
6983.16,3.354687e-14
6984.16,3.383213e-14
6985.16,3.350664e-14
6986.16,3.322569e-14
6987.16,3.356283e-14
6988.16,3.247547e-14
6989.16,3.260624e-14
6990.16,3.296776e-14
6991.16,3.336273e-14
6992.16,3.266581e-14
6993.16,3.226774e-14
6994.16,3.233868e-14
6995.16,3.325034e-14
6996.16,3.393908e-14
6997.16,3.402703e-14
6998.16,3.36155e-14
6999.16,3.249882e-14
7000.16,3.343647e-14
7001.16,3.378701e-14
7002.16,3.376501e-14
7003.16,3.331592e-14
7004.16,3.286789e-14
7005.16,3.321291e-14
7006.16,3.339922e-14
7007.16,3.342561e-14
7008.16,3.397758e-14
7009.16,3.401401e-14
7010.16,3.402589e-14
7011.16,3.399537e-14
7012.16,3.34575e-14
7013.16,3.326195e-14
